iteration,score,best_score,lambdaKM,Delta
37,-74.61577764030983,-74.61577764030983,2.5071437996346724,-0.11094620998315127
38,-75.0243734883446,-74.61577764030983,2.4576446575957394,-0.12382757586720979
39,-75.0243734883446,-74.61577764030983,2.4576446575957394,-0.12382757586720979
40,-74.68598276626764,-74.61577764030983,2.4201786742102382,-0.033563680980726734
41,-75.2441704247708,-74.61577764030983,2.2904510020721816,0.31568613334162987
42,-75.54560299981996,-74.61577764030983,1.904020820351509,-0.11609122834830954
43,-75.54560299981996,-74.61577764030983,1.904020820351509,-0.11609122834830954
44,-75.81581847235044,-74.61577764030983,1.7795702567040517,-0.11770656267448562
45,-75.81581847235044,-74.61577764030983,1.7795702567040517,-0.11770656267448562
46,-75.81581847235044,-74.61577764030983,1.7795702567040517,-0.11770656267448562
47,-75.81581847235044,-74.61577764030983,1.7795702567040517,-0.11770656267448562
48,-75.61421301595729,-74.61577764030983,2.2007971646242184,-0.16636967141103426
49,-75.90914482053006,-74.61577764030983,2.277148491839919,-0.11077466663509108
50,-75.51832032380445,-74.61577764030983,3.0695234451537203,0.4799621747658147
51,-75.51832032380445,-74.61577764030983,3.0695234451537203,0.4799621747658147
52,-75.28979180432935,-74.61577764030983,2.8637682238947955,-0.1954461166481818
53,-75.02119964308109,-74.61577764030983,2.697293937550944,-0.4711618354313074
54,-75.02119964308109,-74.61577764030983,2.697293937550944,-0.4711618354313074
55,-74.64510310117208,-74.61577764030983,3.610138668805511,-0.8392973593739504
56,-74.73971519194072,-74.61577764030983,4.153157172866196,-1.1492889048498285
57,-75.26543448701035,-74.61577764030983,4.035038524158876,-1.1913113230523331
58,-75.53836497641996,-74.61577764030983,4.107918974211454,-1.3656340903118105
59,-75.18734005576769,-74.61577764030983,4.2183018939491665,-1.3489536764651378
60,-74.94965631541383,-74.61577764030983,4.317586143836083,-1.3794724823874494
61,-75.82479607261588,-74.61577764030983,4.438585693485039,-1.61876340806168
62,-75.82479607261588,-74.61577764030983,4.438585693485039,-1.61876340806168
63,-75.76687497149474,-74.61577764030983,4.290816891702336,-1.5361183919744121
64,-75.76687497149474,-74.61577764030983,4.290816891702336,-1.5361183919744121
65,-75.56598352696395,-74.61577764030983,4.216641310114516,-1.4808391144110962
66,-74.86464566652745,-74.61577764030983,3.6666644216739464,-1.37815356832472
67,-74.38208301151961,-74.38208301151961,3.937012355981,-1.4809704647793764
68,-74.5076239346781,-74.38208301151961,3.8323743978977403,-1.0742385128818603
69,-74.09812568617383,-74.09812568617383,3.96970095216636,-0.5288142701502525
70,-74.72290954986669,-74.09812568617383,3.8769780435437333,-0.5080087208218721
71,-74.38676385103618,-74.09812568617383,4.121497731314661,-0.5675957555898221
72,-74.14458355270443,-74.09812568617383,4.6903404168098275,-0.33927251109046397
73,-74.14458355270443,-74.09812568617383,4.6903404168098275,-0.33927251109046397
74,-74.14458355270443,-74.09812568617383,4.6903404168098275,-0.33927251109046397
75,-73.30484051874852,-73.30484051874852,4.486737068301423,0.02132925817933856
76,-73.30484051874852,-73.30484051874852,4.486737068301423,0.02132925817933856
77,-73.30484051874852,-73.30484051874852,4.486737068301423,0.02132925817933856
78,-73.15173853065268,-73.15173853065268,4.750710420927255,-0.1566966849197722
79,-72.6868341830141,-72.6868341830141,4.823299664194111,-0.08363275466112519
80,-72.94825938419115,-72.6868341830141,4.7773297274312165,-0.1311587757732802
81,-73.05414187045194,-72.6868341830141,4.7383900395318195,0.33030722004475166
82,-72.63202846672849,-72.63202846672849,5.0,0.33386517948578537
83,-71.90499604708054,-71.90499604708054,5.0,0.5063533346004557
84,-71.90499604708054,-71.90499604708054,5.0,0.5063533346004557
85,-71.90499604708054,-71.90499604708054,5.0,0.5063533346004557
86,-71.6641909135264,-71.6641909135264,5.0,0.5922663161462561
87,-71.6511780535207,-71.6511780535207,5.0,0.4456076594492749
88,-71.9086928958712,-71.6511780535207,5.0,0.6818266170606752
89,-71.60678401302272,-71.60678401302272,4.944202816236189,0.7429560953676422
90,-71.80453478197452,-71.60678401302272,5.0,0.6603998585383213
91,-71.80453478197452,-71.60678401302272,5.0,0.6603998585383213
92,-72.01992060812059,-71.60678401302272,4.911589078838832,0.7217820325681557
93,-72.29084071204385,-71.60678401302272,4.672877155164423,1.1417117510187178
94,-72.29084071204385,-71.60678401302272,4.672877155164423,1.1417117510187178
95,-72.29084071204385,-71.60678401302272,4.672877155164423,1.1417117510187178
96,-72.29084071204385,-71.60678401302272,4.672877155164423,1.1417117510187178
97,-72.7785426837637,-71.60678401302272,4.470170381797468,1.2742786279026137
98,-72.7785426837637,-71.60678401302272,4.470170381797468,1.2742786279026137
99,-72.72926575470473,-71.60678401302272,4.815253775600847,1.3929740990294726
100,-72.72926575470473,-71.60678401302272,4.815253775600847,1.3929740990294726
101,-72.72926575470473,-71.60678401302272,4.815253775600847,1.3929740990294726
102,-72.86935662893153,-71.60678401302272,4.323616445595316,0.7518210521117259
103,-73.00441138635254,-71.60678401302272,4.922579262551086,1.093777612186514
104,-72.82044233406457,-71.60678401302272,4.834688087489653,1.1510580639078203
105,-72.82044233406457,-71.60678401302272,4.834688087489653,1.1510580639078203
106,-72.47129183159565,-71.60678401302272,5.0,1.1793259013401791
107,-71.8763189813732,-71.60678401302272,4.947384103201834,0.9386490191152549
108,-71.90444830157982,-71.60678401302272,5.0,1.2736337059075296
109,-71.90444830157982,-71.60678401302272,5.0,1.2736337059075296
110,-72.18861516039316,-71.60678401302272,4.538848486916419,1.6943170106936298
111,-72.18105665716855,-71.60678401302272,3.6247508424121353,1.5267328883001416
112,-72.18105665716855,-71.60678401302272,3.6247508424121353,1.5267328883001416
113,-72.51215893592384,-71.60678401302272,3.5982202180632563,1.7704079326071147
114,-72.51215893592384,-71.60678401302272,3.5982202180632563,1.7704079326071147
115,-72.51215893592384,-71.60678401302272,3.5982202180632563,1.7704079326071147
116,-72.51215893592384,-71.60678401302272,3.5982202180632563,1.7704079326071147
117,-71.61147900713893,-71.60678401302272,3.73741015968541,1.2886003797110877
118,-70.49296387007672,-70.49296387007672,4.090488812253661,0.5521019673206536
119,-70.49296387007672,-70.49296387007672,4.090488812253661,0.5521019673206536
120,-70.2792829802764,-70.2792829802764,4.153010357420232,0.24207798802734232
121,-70.2792829802764,-70.2792829802764,4.153010357420232,0.24207798802734232
122,-70.2546845413951,-70.2546845413951,4.058677463580033,0.010601850617359382
123,-70.44029354731985,-70.2546845413951,3.785741140646517,-0.011103034382266938
124,-70.04606815087533,-70.04606815087533,4.062079798109365,0.21588186776067797
125,-70.3379948180405,-70.04606815087533,4.23037861631401,0.27356626242047627
126,-70.3379948180405,-70.04606815087533,4.23037861631401,0.27356626242047627
127,-70.3379948180405,-70.04606815087533,4.23037861631401,0.27356626242047627
128,-69.74005423305634,-69.74005423305634,3.9017055172653916,0.49257164813573107
129,-69.11623541188993,-69.11623541188993,3.645060669766464,0.5647259778461508
130,-69.11623541188993,-69.11623541188993,3.645060669766464,0.5647259778461508
131,-68.74527026060179,-68.74527026060179,3.485633071271559,0.8135810592142657
132,-67.89449164545773,-67.89449164545773,3.6434208120156133,0.6367733042392069
133,-68.233576199967,-67.89449164545773,3.4485942538514207,0.8023785167517716
134,-67.47546756027519,-67.47546756027519,3.6131951300586707,0.4859526545030227
135,-67.8917119138384,-67.47546756027519,3.749691600831028,0.23927454459322048
136,-67.8917119138384,-67.47546756027519,3.749691600831028,0.23927454459322048
137,-67.8917119138384,-67.47546756027519,3.749691600831028,0.23927454459322048
138,-67.8917119138384,-67.47546756027519,3.749691600831028,0.23927454459322048
139,-68.48812950571723,-67.47546756027519,3.15817157903542,0.14445118584309827
140,-68.48812950571723,-67.47546756027519,3.15817157903542,0.14445118584309827
141,-68.48812950571723,-67.47546756027519,3.15817157903542,0.14445118584309827
142,-68.74839571474357,-67.47546756027519,2.770468671864068,-0.38355941428109896
143,-69.26818234429307,-67.47546756027519,2.717348600644563,0.12512128879618778
144,-69.04306753381016,-67.47546756027519,2.452393475715548,0.17920581622669818
145,-69.04306753381016,-67.47546756027519,2.452393475715548,0.17920581622669818
146,-69.04306753381016,-67.47546756027519,2.452393475715548,0.17920581622669818
147,-68.64771809786667,-67.47546756027519,2.6914294997251047,0.262160110741797
148,-67.93048464294931,-67.47546756027519,2.945899571836968,0.3685234012865454
149,-67.93048464294931,-67.47546756027519,2.945899571836968,0.3685234012865454
150,-68.44676510280685,-67.47546756027519,2.787287073841574,0.2360506776433449
151,-68.37797390635492,-67.47546756027519,2.6477330320526797,0.10685787220371515
152,-68.25027114969689,-67.47546756027519,2.937195424753332,-0.5777724952360997
153,-68.25027114969689,-67.47546756027519,2.937195424753332,-0.5777724952360997
154,-68.25027114969689,-67.47546756027519,2.937195424753332,-0.5777724952360997
155,-68.7259821814955,-67.47546756027519,2.66063106813429,-0.4081272125805362
156,-68.58166209501147,-67.47546756027519,2.8736701849672444,-0.7223976295655556
157,-68.58166209501147,-67.47546756027519,2.8736701849672444,-0.7223976295655556
158,-68.72693603908691,-67.47546756027519,2.844488533715336,-0.3801454280572037
159,-67.85351608822363,-67.47546756027519,3.2876713898859453,-0.29443538320286644
160,-68.30632993642314,-67.47546756027519,2.948228112503922,-0.15865826429254065
161,-68.22505113755656,-67.47546756027519,3.032532085273687,-0.11073316025322658
162,-68.22505113755656,-67.47546756027519,3.032532085273687,-0.11073316025322658
163,-68.22505113755656,-67.47546756027519,3.032532085273687,-0.11073316025322658
164,-68.30284981298936,-67.47546756027519,2.91998370388147,-0.38115524985669125
165,-66.98998443625185,-66.98998443625185,3.5400908205065154,0.159170596240491
166,-67.03467556593655,-66.98998443625185,3.798794017459143,0.3527023589622712
167,-66.34164634234851,-66.34164634234851,4.022622423442934,0.5453442179624467
168,-66.34164634234851,-66.34164634234851,4.022622423442934,0.5453442179624467
169,-65.9601293278064,-65.9601293278064,4.433453645985284,0.6224837492742191
170,-65.7839593852267,-65.7839593852267,4.494728843199948,0.29209137468913093
171,-65.7839593852267,-65.7839593852267,4.494728843199948,0.29209137468913093
172,-65.78269810994694,-65.78269810994694,4.498184679079226,0.3672102150104699
173,-65.78269810994694,-65.78269810994694,4.498184679079226,0.3672102150104699
174,-65.95216689767503,-65.78269810994694,4.616240964920881,-0.17189304239462022
175,-65.57492442197342,-65.57492442197342,4.9256590026561415,-0.1601558463629674
176,-65.51666539688516,-65.51666539688516,5.0,-0.04579533040118344
177,-65.83356539221711,-65.51666539688516,4.960144299491657,-0.42081764537803246
178,-65.83356539221711,-65.51666539688516,4.960144299491657,-0.42081764537803246
179,-65.48875814061944,-65.48875814061944,4.839062124393839,-0.3472921828958079
180,-65.48875814061944,-65.48875814061944,4.839062124393839,-0.3472921828958079
181,-65.48875814061944,-65.48875814061944,4.839062124393839,-0.3472921828958079
182,-65.48875814061944,-65.48875814061944,4.839062124393839,-0.3472921828958079
183,-66.37089705622125,-65.48875814061944,4.57005624892441,-0.44542690007666297
184,-65.8863831992585,-65.48875814061944,5.0,-0.43472976497692595
185,-66.11120855367037,-65.48875814061944,5.0,-0.32487727536230593
186,-66.11120855367037,-65.48875814061944,5.0,-0.32487727536230593
187,-66.24309310749554,-65.48875814061944,5.0,-0.3206766041967374
188,-66.24309310749554,-65.48875814061944,5.0,-0.3206766041967374
189,-66.24309310749554,-65.48875814061944,5.0,-0.3206766041967374
190,-66.24309310749554,-65.48875814061944,5.0,-0.3206766041967374
191,-66.24309310749554,-65.48875814061944,5.0,-0.3206766041967374
192,-65.88138485432452,-65.48875814061944,4.991609740233979,-0.2530447419180048
193,-65.88138485432452,-65.48875814061944,4.991609740233979,-0.2530447419180048
194,-65.88138485432452,-65.48875814061944,4.991609740233979,-0.2530447419180048
195,-65.69270310555052,-65.48875814061944,5.0,-0.34642056165759827
196,-65.69270310555052,-65.48875814061944,5.0,-0.34642056165759827
197,-65.69270310555052,-65.48875814061944,5.0,-0.34642056165759827
198,-65.69270310555052,-65.48875814061944,5.0,-0.34642056165759827
199,-65.69270310555052,-65.48875814061944,5.0,-0.34642056165759827
200,-65.50370319660834,-65.48875814061944,4.71208740923376,-0.18812595292700732
201,-65.68875316622378,-65.48875814061944,4.617066731381456,-0.4472694890157979
202,-65.30825982758209,-65.30825982758209,5.0,-0.4979800669882427
203,-65.30825982758209,-65.30825982758209,5.0,-0.4979800669882427
204,-65.59754519823798,-65.30825982758209,5.0,-0.32195315775573263
205,-65.4533487339966,-65.30825982758209,5.0,-0.25879294275973
206,-65.4533487339966,-65.30825982758209,5.0,-0.25879294275973
207,-65.4533487339966,-65.30825982758209,5.0,-0.25879294275973
208,-65.4533487339966,-65.30825982758209,5.0,-0.25879294275973
209,-65.38058793879046,-65.30825982758209,4.999427778161524,-0.13717572005938405
210,-65.52240988804797,-65.30825982758209,4.7007793891147,-0.1698690142916978
211,-65.52240988804797,-65.30825982758209,4.7007793891147,-0.1698690142916978
212,-65.73655134352884,-65.30825982758209,4.767211738874952,0.013781245523937252
213,-65.97271971174615,-65.30825982758209,4.644485853916297,-0.4079205507061333
214,-65.9101011277329,-65.30825982758209,4.712763548718184,-0.1890625132159193
215,-66.27123022197564,-65.30825982758209,4.2950988122185425,-0.09060289511617582
216,-65.720169399825,-65.30825982758209,4.734916709732205,0.442899209517603
217,-65.75753245705971,-65.30825982758209,4.839750432986079,0.670810469354957
218,-65.99983502252806,-65.30825982758209,4.822136966025314,0.4541320276889785
219,-66.34188899048311,-65.30825982758209,4.923181030205095,0.6531489130192398
220,-66.61074522289881,-65.30825982758209,4.556565024701077,1.0813692055224358
221,-66.90212675910026,-65.30825982758209,4.253523926237554,1.0968539856333983
222,-66.92868019533445,-65.30825982758209,4.354361547149817,1.1906222283748515
223,-66.66045910020642,-65.30825982758209,4.246274628101962,0.5440046263982408
224,-66.30789795727057,-65.30825982758209,4.556254036931606,0.8961144711521987
225,-66.37981470442453,-65.30825982758209,4.700043661662349,0.7396528813902052
226,-66.37981470442453,-65.30825982758209,4.700043661662349,0.7396528813902052
227,-66.33481009632406,-65.30825982758209,4.730230542096072,0.5138793544434457
228,-65.73997051529344,-65.30825982758209,4.8908710588982895,0.2309569673825878
229,-65.39922949340968,-65.30825982758209,4.83047594099069,0.26340776858753856
230,-65.27043739646732,-65.27043739646732,5.0,0.30773864676567536
231,-65.21912559195741,-65.21912559195741,5.0,0.2622870455761304
232,-65.19309281290927,-65.19309281290927,5.0,0.07178635015635232
233,-65.35123791631253,-65.19309281290927,5.0,0.49887164983663546
234,-65.63461144505106,-65.19309281290927,4.932260071361042,0.028312441687104506
235,-65.3331605806025,-65.19309281290927,5.0,-0.14492079856145923
236,-65.39482775622486,-65.19309281290927,4.955348669727535,-0.017210264522864588
237,-65.39482775622486,-65.19309281290927,4.955348669727535,-0.017210264522864588
238,-65.25075409495717,-65.19309281290927,4.957857914667132,0.21730269940977473
239,-65.25075409495717,-65.19309281290927,4.957857914667132,0.21730269940977473
240,-65.42678868595976,-65.19309281290927,5.0,0.39833913682257616
241,-65.42678868595976,-65.19309281290927,5.0,0.39833913682257616
242,-65.6778978514634,-65.19309281290927,5.0,0.31830658013213675
243,-66.04615502373638,-65.19309281290927,5.0,0.652158475918804
244,-66.20557988459339,-65.19309281290927,5.0,0.6530735709224518
245,-66.20557988459339,-65.19309281290927,5.0,0.6530735709224518
246,-66.20557988459339,-65.19309281290927,5.0,0.6530735709224518
247,-66.17630994698287,-65.19309281290927,5.0,0.6712187441344732
248,-66.17630994698287,-65.19309281290927,5.0,0.6712187441344732
249,-66.0519286392395,-65.19309281290927,5.0,0.8740093798735021
250,-66.49784901023085,-65.19309281290927,5.0,1.176629279549617
251,-66.49784901023085,-65.19309281290927,5.0,1.176629279549617
252,-66.49784901023085,-65.19309281290927,5.0,1.176629279549617
253,-66.49784901023085,-65.19309281290927,5.0,1.176629279549617
254,-66.60207408396057,-65.19309281290927,4.879221543310562,1.0699793930039236
255,-66.60207408396057,-65.19309281290927,4.879221543310562,1.0699793930039236
256,-66.60207408396057,-65.19309281290927,4.879221543310562,1.0699793930039236
257,-66.60207408396057,-65.19309281290927,4.879221543310562,1.0699793930039236
258,-66.28931505518491,-65.19309281290927,5.0,1.028682627963479
259,-66.75989670680468,-65.19309281290927,4.9248503914475705,1.2483220451662371
260,-66.75989670680468,-65.19309281290927,4.9248503914475705,1.2483220451662371
261,-66.65426896247101,-65.19309281290927,5.0,1.2183612807953634
262,-66.57793298770419,-65.19309281290927,4.791648532029927,0.9611135095089093
263,-66.11191689184798,-65.19309281290927,5.0,0.8181145939929577
264,-66.69196735981154,-65.19309281290927,4.224958687869815,0.4153500425558634
265,-66.0175210264319,-65.19309281290927,4.612077613493144,0.40236690525684365
266,-65.75892616076266,-65.19309281290927,4.84063956971977,0.13924191983823642
267,-65.75827854086373,-65.19309281290927,4.67227874304276,0.3026081241451854
268,-65.75827854086373,-65.19309281290927,4.67227874304276,0.3026081241451854
269,-65.75827854086373,-65.19309281290927,4.67227874304276,0.3026081241451854
270,-65.75827854086373,-65.19309281290927,4.67227874304276,0.3026081241451854
271,-65.73332606040847,-65.19309281290927,4.552118652500524,-0.22441685683789742
272,-65.7681492851712,-65.19309281290927,4.834028341794541,0.21763719515876506
273,-65.7681492851712,-65.19309281290927,4.834028341794541,0.21763719515876506
274,-65.26684211667384,-65.19309281290927,5.0,0.2460069034144599
275,-65.26684211667384,-65.19309281290927,5.0,0.2460069034144599
276,-65.26684211667384,-65.19309281290927,5.0,0.2460069034144599
277,-65.26684211667384,-65.19309281290927,5.0,0.2460069034144599
278,-65.26684211667384,-65.19309281290927,5.0,0.2460069034144599
279,-65.26684211667384,-65.19309281290927,5.0,0.2460069034144599
280,-65.4156208637466,-65.19309281290927,5.0,0.2953236254329611
281,-65.4156208637466,-65.19309281290927,5.0,0.2953236254329611
282,-65.4156208637466,-65.19309281290927,5.0,0.2953236254329611
283,-65.4156208637466,-65.19309281290927,5.0,0.2953236254329611
284,-65.27903958233259,-65.19309281290927,4.899155656249684,-0.047089000462668174
285,-65.18253200248964,-65.18253200248964,5.0,0.11693693062780652
286,-65.23590486301795,-65.18253200248964,5.0,-0.3136846066547761
287,-65.23590486301795,-65.18253200248964,5.0,-0.3136846066547761
288,-65.73329498527829,-65.18253200248964,4.539601041803572,-0.3495595877797383
289,-66.00250217192652,-65.18253200248964,4.793496279443805,-0.27132509478732325
290,-65.71931304620531,-65.18253200248964,4.983987752864732,0.513571272618743
291,-65.61065396823987,-65.18253200248964,5.0,0.6406350311202117
292,-65.61065396823987,-65.18253200248964,5.0,0.6406350311202117
293,-65.61065396823987,-65.18253200248964,5.0,0.6406350311202117
294,-65.70181964265797,-65.18253200248964,5.0,0.5318608255532986
295,-65.70181964265797,-65.18253200248964,5.0,0.5318608255532986
296,-65.57814030031123,-65.18253200248964,5.0,0.20625147853806503
297,-65.57814030031123,-65.18253200248964,5.0,0.20625147853806503
298,-65.57814030031123,-65.18253200248964,5.0,0.20625147853806503
299,-65.57814030031123,-65.18253200248964,5.0,0.20625147853806503
300,-65.57814030031123,-65.18253200248964,5.0,0.20625147853806503
301,-65.66055374875947,-65.18253200248964,4.735881088265094,0.01247541046896461
302,-65.66055374875947,-65.18253200248964,4.735881088265094,0.01247541046896461
303,-66.20113949830017,-65.18253200248964,4.329592276133769,0.3532630322809541
304,-66.20113949830017,-65.18253200248964,4.329592276133769,0.3532630322809541
305,-65.76176972448786,-65.18253200248964,4.477380991728721,0.23264506524914122
306,-65.76176972448786,-65.18253200248964,4.477380991728721,0.23264506524914122
307,-65.5354332594631,-65.18253200248964,4.756840808027116,0.24070886989864262
308,-65.52583400152548,-65.18253200248964,4.869180839364388,0.6437741137748932
309,-65.52583400152548,-65.18253200248964,4.869180839364388,0.6437741137748932
310,-65.52583400152548,-65.18253200248964,4.869180839364388,0.6437741137748932
311,-65.52583400152548,-65.18253200248964,4.869180839364388,0.6437741137748932
312,-65.24261251700148,-65.18253200248964,4.972757192854539,0.24431363086880065
313,-65.24261251700148,-65.18253200248964,4.972757192854539,0.24431363086880065
314,-65.42286706221923,-65.18253200248964,4.879316008198088,0.39066972512902065
315,-65.42286706221923,-65.18253200248964,4.879316008198088,0.39066972512902065
316,-65.42286706221923,-65.18253200248964,4.879316008198088,0.39066972512902065
317,-65.42286706221923,-65.18253200248964,4.879316008198088,0.39066972512902065
318,-65.42286706221923,-65.18253200248964,4.879316008198088,0.39066972512902065
319,-65.42286706221923,-65.18253200248964,4.879316008198088,0.39066972512902065
320,-65.43211276456776,-65.18253200248964,5.0,0.5520025893841247
321,-65.43211276456776,-65.18253200248964,5.0,0.5520025893841247
322,-65.70177173520356,-65.18253200248964,4.8236230810903,0.5455102904386779
323,-65.70177173520356,-65.18253200248964,4.8236230810903,0.5455102904386779
324,-65.71014877747568,-65.18253200248964,4.661674061132444,0.3668862077573011
325,-65.71014877747568,-65.18253200248964,4.661674061132444,0.3668862077573011
326,-65.65422306382222,-65.18253200248964,4.6810816074859645,0.5235248548076514
327,-65.65422306382222,-65.18253200248964,4.6810816074859645,0.5235248548076514
328,-65.65422306382222,-65.18253200248964,4.6810816074859645,0.5235248548076514
329,-65.65422306382222,-65.18253200248964,4.6810816074859645,0.5235248548076514
330,-65.65422306382222,-65.18253200248964,4.6810816074859645,0.5235248548076514
331,-65.21531097858566,-65.18253200248964,5.0,0.24985288536269928
332,-65.21531097858566,-65.18253200248964,5.0,0.24985288536269928
333,-65.21531097858566,-65.18253200248964,5.0,0.24985288536269928
334,-65.21531097858566,-65.18253200248964,5.0,0.24985288536269928
335,-65.48490185551837,-65.18253200248964,4.895905122856416,-0.1420417025107376
336,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
337,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
338,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
339,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
340,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
341,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
342,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
343,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
344,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
345,-65.5415869365022,-65.18253200248964,5.0,-0.1835568561377853
346,-65.51225015968379,-65.18253200248964,4.938249383013391,-0.29242966473330145
347,-65.8759552060099,-65.18253200248964,4.926175576336923,-0.2701418226337909
348,-65.8759552060099,-65.18253200248964,4.926175576336923,-0.2701418226337909
349,-65.8759552060099,-65.18253200248964,4.926175576336923,-0.2701418226337909
350,-65.29242651597659,-65.18253200248964,5.0,-0.16390546811028556
351,-65.29242651597659,-65.18253200248964,5.0,-0.16390546811028556
352,-65.29242651597659,-65.18253200248964,5.0,-0.16390546811028556
353,-65.4908673174615,-65.18253200248964,5.0,-0.8469410729417521
354,-65.40489533634123,-65.18253200248964,4.966295477738544,-0.516160598742623
355,-65.37895043712439,-65.18253200248964,4.823066230520086,-0.1562848179464607
356,-65.37895043712439,-65.18253200248964,4.823066230520086,-0.1562848179464607
357,-65.37895043712439,-65.18253200248964,4.823066230520086,-0.1562848179464607
358,-65.2502450300605,-65.18253200248964,5.0,-0.3529020634331402
359,-65.2502450300605,-65.18253200248964,5.0,-0.3529020634331402
360,-65.2502450300605,-65.18253200248964,5.0,-0.3529020634331402
361,-65.2502450300605,-65.18253200248964,5.0,-0.3529020634331402
362,-65.3242781934503,-65.18253200248964,5.0,-0.5332356246294995
363,-65.3242781934503,-65.18253200248964,5.0,-0.5332356246294995
364,-65.6685588854537,-65.18253200248964,4.850127559756809,-0.8851957431671612
365,-65.6685588854537,-65.18253200248964,4.850127559756809,-0.8851957431671612
366,-65.6685588854537,-65.18253200248964,4.850127559756809,-0.8851957431671612
367,-65.71529214082572,-65.18253200248964,5.0,-0.9313429150522597
368,-65.90167618633586,-65.18253200248964,4.9681589362386775,-1.216271643478833
369,-66.01845125422481,-65.18253200248964,5.0,-1.5926983885757209
370,-65.7760342837943,-65.18253200248964,5.0,-1.2757425973399539
371,-65.7760342837943,-65.18253200248964,5.0,-1.2757425973399539
372,-65.7760342837943,-65.18253200248964,5.0,-1.2757425973399539
373,-66.0022711654774,-65.18253200248964,4.946766177916866,-1.5059581919263139
374,-66.2508599207778,-65.18253200248964,5.0,-1.8742206946549504
375,-66.2508599207778,-65.18253200248964,5.0,-1.8742206946549504
376,-66.2508599207778,-65.18253200248964,5.0,-1.8742206946549504
377,-66.2508599207778,-65.18253200248964,5.0,-1.8742206946549504
378,-66.2508599207778,-65.18253200248964,5.0,-1.8742206946549504
379,-66.2508599207778,-65.18253200248964,5.0,-1.8742206946549504
380,-66.31271713226135,-65.18253200248964,4.637174934231064,-1.3963443932033988
381,-66.31271713226135,-65.18253200248964,4.637174934231064,-1.3963443932033988
382,-66.31271713226135,-65.18253200248964,4.637174934231064,-1.3963443932033988
